order_id,order_date,customer_name,state,city,sales
B-26031,22-02-2019,Deepak,Madhya Pradesh,Bhopal,786
B-26032,22-02-2019,Monisha,Rajasthan,Jaipur,486
B-26033,22-02-2019,Atharv,West Bengal,Kolkata,253
B-26034,23-02-2019,Vini,Karnataka,Bangalore,299
B-26035,23-02-2019,Pinky,Jammu and Kashmir,Kashmir,476
B-26036,23-02-2019,Bhishm,Maharashtra,Mumbai,763
B-26037,23-02-2019,Hitika,Madhya Pradesh,Indore,566
B-26038,24-02-2019,Pooja,Bihar,Patna,445
B-26039,25-02-2019,Hemant,Kerala ,Thiruvananthapuram,747
B-26040,26-02-2019,Sahil,Punjab,Chandigarh,251
B-26041,27-02-2019,Ritu,Haryana,Chandigarh,163
B-26042,28-02-2019,Manish,Himachal Pradesh,Simla,883
B-26043,01-03-2019,Amit,Sikkim,Gangtok,814
B-26044,02-03-2019,Sanjay,Goa,Goa,908
B-26045,03-03-2019,Nidhi,Nagaland,Kohima,111
B-26046,04-03-2019,Nishi,Maharashtra,Mumbai,934
B-26047,04-03-2019,Ashmi,Madhya Pradesh,Indore,576
B-26048,04-03-2019,Parth,Maharashtra,Pune,632
B-26049,05-03-2019,Lisha,Madhya Pradesh,Bhopal,462
B-26050,06-03-2019,Paridhi,Rajasthan,Jaipur,746
B-26051,07-03-2019,Parishi,West Bengal,Kolkata,216
B-26052,08-03-2019,Ajay,Karnataka,Bangalore,319
B-26053,09-03-2019,Kirti,Jammu and Kashmir,Kashmir,394
B-26054,10-03-2019,Mayank,Maharashtra,Mumbai,290
B-26055,10-03-2019,Yaanvi,Madhya Pradesh,Indore,191
B-26056,10-03-2019,Sonal,Bihar,Patna,657
B-26057,10-03-2019,Sharda,Kerala ,Thiruvananthapuram,207
B-26058,11-03-2019,Aditya,Punjab,Chandigarh,454
B-26059,12-03-2019,Rachna,Haryana,Chandigarh,922
B-26060,13-03-2019,Chirag,Maharashtra,Mumbai,530
B-26061,14-03-2019,Anurag,Madhya Pradesh,Indore,653
B-26062,15-03-2019,Tushina,Goa,Goa,570
B-26063,15-03-2019,Farah,Nagaland,Kohima,544
B-26064,16-03-2019,Ankita,Maharashtra,Mumbai,920
B-26065,16-03-2019,Nida,Madhya Pradesh,Indore,441
B-26066,16-03-2019,Priyanka,Maharashtra,Pune,554
B-26067,16-03-2019,Tulika,Madhya Pradesh,Bhopal,305
B-26068,16-03-2019,Shefali,Rajasthan,Jaipur,437
B-26069,17-03-2019,Sanskriti,West Bengal,Kolkata,506
B-26070,18-03-2019,Shruti,Karnataka,Bangalore,155
B-26071,19-03-2019,Subhashree,Jammu and Kashmir,Kashmir,404
B-26072,20-03-2019,Sweta,Maharashtra,Mumbai,154
B-26073,21-03-2019,Pournamasi,Madhya Pradesh,Indore,617
B-26074,21-03-2019,Bharat,Gujarat,Ahmedabad,858
B-26075,21-03-2019,Pearl,Maharashtra,Pune,928
B-26076,21-03-2019,Jahan,Madhya Pradesh,Bhopal,250
B-26077,22-03-2019,Divsha,Rajasthan,Jaipur,122
B-26078,22-03-2019,Kasheen,West Bengal,Kolkata,106
B-26079,22-03-2019,Hazel,Karnataka,Bangalore,221
B-26080,22-03-2019,Sonakshi,Jammu and Kashmir,Kashmir,494
B-26081,22-03-2019,Aarushi,Tamil Nadu,Chennai,224
B-26082,23-03-2019,Jitesh,Uttar Pradesh,Lucknow,967
B-26083,24-03-2019,Yogesh,Bihar,Patna,938
B-26084,25-03-2019,Anita,Kerala ,Thiruvananthapuram,206
B-26085,26-03-2019,Shrichand,Punjab,Chandigarh,683
B-26086,26-03-2019,Mukesh,Haryana,Chandigarh,973
B-26087,26-03-2019,Vandana,Himachal Pradesh,Simla,291
B-26088,26-03-2019,Bhavna,Sikkim,Gangtok,344
B-26089,26-03-2019,Kanak,Goa,Goa,791
B-26090,27-03-2019,Sagar,Nagaland,Kohima,444
B-26091,27-03-2019,Manju,Andhra Pradesh,Hyderabad,937
B-26092,27-03-2019,Ramesh,Gujarat,Ahmedabad,550
B-26093,27-03-2019,Sarita,Maharashtra,Pune,111
B-26094,27-03-2019,Deepak,Madhya Pradesh,Bhopal,215
B-26095,28-03-2019,Monisha,Rajasthan,Jaipur,535
B-26096,28-03-2019,Atharv,West Bengal,Kolkata,160
B-26097,28-03-2019,Vini,Karnataka,Bangalore,209
B-26098,29-03-2019,Pinky,Jammu and Kashmir,Kashmir,761
B-26099,30-03-2019,Bhishm,Maharashtra,Mumbai,982
B-26100,31-03-2019,Hitika,Madhya Pradesh,Indore,969
